id,district,street,number,address,lon,lat,geocode,inPestGhetto,inInternational
d7-1050,7,Péterfy Sándor utca,19,Péterfy Sándor utca 19.,19.077543,47.501,street-segment,0,0
d7-1051,7,Péterfy Sándor utca,22,Péterfy Sándor utca 22.,19.08126,47.502643,street-segment,0,0
d7-1052,7,Péterfy Sándor utca,40,Péterfy Sándor utca 40.,19.083177,47.503683,street-segment,0,0
d7-1053,7,Péterfy Sándor utca,42,Péterfy Sándor utca 42.,19.081167,47.502755,street-segment,0,0
d7-1054,7,Péterfy Sándor utca,43,Péterfy Sándor utca 43.,19.079359,47.501877,street-segment,0,0
d7-1055,7,Péterfy Sándor utca,44,Péterfy Sándor utca 44.,19.077642,47.501141,street-segment,0,0
d7-1056,7,Péterfy Sándor utca,47,Péterfy Sándor utca 47.,19.081263,47.502673,street-segment,0,0
d7-1057,7,Rákóczi út,14,Rákóczi út 14.,19.072003,47.497568,street-segment,0,0
d7-1058,7,Rákóczi út,18,Rákóczi út 18.,19.072697,47.497832,street-segment,0,0
d7-1059,7,Rákóczi út,24,Rákóczi út 24.,19.07452,47.498329,street-segment,0,0
d7-1060,7,Rákóczi út,56,Rákóczi út 56.,19.073662,47.498044,street-segment,0,0
d7-1061,7,Rákóczi út,68,Rákóczi út 68.,19.066577,47.495952,street-segment,0,0
d7-1062,7,Rákóczi út,74,Rákóczi út 74.,19.160321,47.521102,street-segment,0,0
d7-1063,7,Rákóczi út,76,Rákóczi út 76.,19.137197,47.454551,street-segment,0,0
d7-1064,7,Rákóczi út,78,Rákóczi út 78.,19.078172,47.49918,street-segment,0,0
d7-1065,7,Rákóczi út,86,Rákóczi út 86.,19.132158,47.450914,street-segment,0,0
d7-1066,7,Rottenbiller utca,24,Rottenbiller utca 24.,19.079292,47.499736,street-segment,0,0
d7-1067,7,Rottenbiller utca,30,Rottenbiller utca 30.,19.076742,47.502839,street-segment,0,0
d7-1068,7,Rottenbiller utca,35,Rottenbiller utca 35.,19.07318,47.506263,street-segment,0,0
d7-1069,7,Rottenbiller utca,39,Rottenbiller utca 39.,19.079272,47.499742,street-segment,0,0
d7-1070,7,Rottenbiller utca,41,Rottenbiller utca 41.,19.079463,47.499674,street-segment,0,0
d7-1071,7,Rottenbiller utca,47,Rottenbiller utca 47.,19.079174,47.499613,street-segment,0,0
d7-1072,7,Rottenbiller utca,48,Rottenbiller utca 48.,19.075628,47.503859,street-segment,0,0
d7-1073,7,Rottenbiller utca,64,Rottenbiller utca 64.,19.079549,47.499771,street-segment,0,0
d7-1074,7,Rózsa utca,11,Rózsa utca 11.,19.102437,47.55598,street-segment,0,0
d7-1075,7,Rózsa utca,12,Rózsa utca 12.,19.09963,47.562505,street-segment,0,0
d7-1076,7,Rózsa utca,16,Rózsa utca 16.,19.0999,47.563609,street-segment,0,0
d7-1077,7,Rózsa utca,20,Rózsa utca 20.,19.157008,47.514764,street-segment,0,0
d7-1078,7,Rózsa utca,27,Rózsa utca 27.,19.099799,47.561457,street-segment,0,0
d7-1079,7,Rózsa utca,29,Rózsa utca 29.,19.154689,47.517274,street-segment,0,0
d7-1080,7,Rózsa utca,32,Rózsa utca 32.,19.099859,47.563664,street-segment,0,0
d7-1081,7,Rózsa utca,38/a,Rózsa utca 38/a.,19.100313,47.565149,street-segment,0,0
d7-1082,7,Rózsa utca,38/b,Rózsa utca 38/b.,19.100239,47.565071,street-segment,0,0
d7-1083,7,Rózsa utca,45,Rózsa utca 45.,19.100032,47.564133,street-segment,0,0
d7-1084,7,Rózsa utca,47/a,Rózsa utca 47/a.,19.100265,47.564763,street-segment,0,0
d7-1085,7,Rumbach Sebestyén utca,3,Rumbach Sebestyén utca 3.,19.060292,47.49682,street-segment,1,0
d7-1086,7,Rumbach Sebestyén utca,6,Rumbach Sebestyén utca 6.,19.06025,47.496868,street-segment,1,0
d7-1087,7,Rumbach Sebestyén utca,8,Rumbach Sebestyén utca 8.,19.058163,47.4978,street-segment,1,0
d7-1088,7,Rumbach Sebestyén utca,9,Rumbach Sebestyén utca 9.,19.060187,47.496809,street-segment,1,0
d7-1089,7,Rumbach Sebestyén utca,10,Rumbach Sebestyén utca 10.,19.059583,47.49705,street-segment,1,0
d7-1090,7,Rumbach Sebestyén utca,11,Rumbach Sebestyén utca 11.,19.05833,47.497965,street-segment,1,0
d7-1091,7,Rumbach Sebestyén utca,13,Rumbach Sebestyén utca 13.,19.059568,47.497168,street-segment,1,0
d7-1092,7,Sajó utca,2,Sajó utca 2.,19.087081,47.505407,street-segment,0,0
d7-1093,7,Síp utca,6,Síp utca 6.,19.062844,47.495284,street-segment,0,0
d7-1094,7,Síp utca,7,Síp utca 7.,19.061296,47.4974,street-segment,1,0
d7-1095,7,Síp utca,8,Síp utca 8.,19.062301,47.496295,street-segment,1,0
d7-1096,7,Síp utca,11,Síp utca 11.,19.062403,47.49633,street-segment,1,0
d7-1097,7,Síp utca,12,Síp utca 12.,19.062978,47.495168,street-segment,0,0
d7-1098,7,Síp utca,15,Síp utca 15.,19.062969,47.495249,street-segment,0,0
d7-1099,7,Síp utca,16-18,Síp utca 16-18.,19.061321,47.497521,street-segment,1,0
d7-1100,7,Síp utca,17,Síp utca 17.,19.062333,47.496248,street-segment,1,0
d7-1101,7,Síp utca,22,Síp utca 22.,19.061345,47.497471,street-segment,1,0
d7-1102,7,Síp utca,24,Síp utca 24.,19.062984,47.495173,street-segment,0,0
d7-1103,7,Százház utca,24,Százház utca 24.,19.089117,47.503448,street-segment,0,0
d7-1104,7,Szövetség utca,6,Szövetség utca 6.,19.073488,47.500136,street-segment,0,0
d7-1105,7,Szövetség utca,10-12,Szövetség utca 10-12.,19.162086,47.459393,street-segment,0,0
d7-1106,7,Szövetség utca,13,Szövetség utca 13.,19.074371,47.499147,street-segment,0,0
d7-1107,7,Szövetség utca,17,Szövetség utca 17.,19.160693,47.458628,street-segment,0,0
d7-1108,7,Szövetség utca,22,Szövetség utca 22.,19.073421,47.500042,street-segment,0,0
d7-1109,7,Szövetség utca,26,Szövetség utca 26.,19.162053,47.459374,street-segment,0,0
d7-1110,7,Szövetség utca,27,Szövetség utca 27.,19.073934,47.49949,street-segment,0,0
d7-1111,7,Szövetség utca,28/a,Szövetség utca 28/a.,19.074901,47.498601,street-segment,0,0
d7-1112,7,Szövetség utca,33,Szövetség utca 33.,19.160829,47.458649,street-segment,0,0
d7-1113,7,Szövetség utca,36/b,Szövetség utca 36/b.,19.074867,47.498745,street-segment,0,0
d7-1114,7,Szövetség utca,38,Szövetség utca 38.,19.073452,47.50014,street-segment,0,0
d7-1115,7,Szövetség utca,45,Szövetség utca 45.,19.074354,47.499055,street-segment,0,0
d7-1116,7,Thököly út,8,Thököly út 8.,19.089137,47.50411,street-segment,0,0
d7-1117,7,Thököly út,11,Thököly út 11.,19.089489,47.503976,street-segment,0,0
d7-1118,7,Thököly út,15,Thököly út 15.,19.099868,47.512208,street-segment,0,0
d7-1119,7,Thököly út,16,Thököly út 16.,19.096976,47.510126,street-segment,0,0
d7-1120,7,Thököly út,22,Thököly út 22.,19.13551,47.539016,street-segment,0,0
d7-1121,7,Tivadar utca,2,Tivadar utca 2.,19.072603,47.501344,street-segment,0,0
d7-1122,7,Városligeti fasor,25-27,Városligeti fasor 25-27.,19.074168,47.508275,street-segment,0,0
d7-1123,7,Városligeti fasor,25,Városligeti fasor 25.,19.074067,47.508273,street-segment,0,0
d7-1124,7,Városligeti fasor,31,Városligeti fasor 31.,19.075985,47.509159,street-segment,0,0
d7-1125,7,Városligeti fasor,33,Városligeti fasor 33.,19.080498,47.511009,street-segment,0,0
d7-1126,7,Városligeti fasor,45,Városligeti fasor 45.,19.079785,47.510908,street-segment,0,0
d7-1127,7,Városligeti fasor,47,Városligeti fasor 47.,19.078077,47.509972,street-segment,0,0
d7-1128,7,Vörösmarty utca,3/a,Vörösmarty utca 3/a.,19.125128,47.56605,street-segment,0,0
d7-1129,7,Vörösmarty utca,4,Vörösmarty utca 4.,19.061612,47.510635,street-segment,0,0
d7-1130,7,Vörösmarty utca,5,Vörösmarty utca 5.,19.066019,47.507102,street-segment,0,0
d7-1131,7,Vörösmarty utca,7,Vörösmarty utca 7.,19.066274,47.507005,street-segment,0,0
d7-1132,7,Vörösmarty utca,11,Vörösmarty utca 11.,19.164538,47.5327,street-segment,0,0
d7-1133,7,Vörösmarty utca,13,Vörösmarty utca 13.,19.066685,47.506669,street-segment,0,0
d7-1134,7,Vörösmarty utca,14,Vörösmarty utca 14.,19.12515,47.566107,street-segment,0,0
d7-1135,7,Vörösmarty utca,19,Vörösmarty utca 19.,19.062408,47.510062,street-segment,0,0
d7-1136,7,Vörösmarty utca,20,Vörösmarty utca 20.,19.070376,47.503736,street-segment,0,0
d7-1137,7,Wesselényi utca,1-7,Wesselényi utca 1-7.,19.068129,47.500268,street-segment,0,0
d7-1138,7,Wesselényi utca,2,Wesselényi utca 2.,19.119792,47.546738,street-segment,0,0
d7-1139,7,Wesselényi utca,4,Wesselényi utca 4.,19.121204,47.54592,street-segment,0,0
d7-1140,7,Wesselényi utca,6,Wesselényi utca 6.,19.070394,47.501466,street-segment,0,0
d7-1141,7,Wesselényi utca,9,Wesselényi utca 9.,19.067629,47.499764,street-segment,0,0
d7-1142,7,Wesselényi utca,10,Wesselényi utca 10.,19.117787,47.547807,street-segment,0,0
d7-1143,7,Wesselényi utca,11,Wesselényi utca 11.,19.062541,47.497203,street-segment,1,0
d7-1144,7,Wesselényi utca,13,Wesselényi utca 13.,19.123761,47.544084,street-segment,0,0
d7-1145,7,Wesselényi utca,16,Wesselényi utca 16.,19.073021,47.502984,street-segment,0,0
d7-1146,7,Wesselényi utca,18,Wesselényi utca 18.,19.116646,47.548486,street-segment,0,0
d7-1147,7,Wesselényi utca,19,Wesselényi utca 19.,19.103723,47.570899,street-segment,0,0
d7-1148,7,Wesselényi utca,21,Wesselényi utca 21.,19.153043,47.460046,street-segment,0,0
d7-1149,7,Wesselényi utca,24,Wesselényi utca 24.,19.059911,47.495881,street-segment,0,0
d7-1150,7,Wesselényi utca,26,Wesselényi utca 26.,19.074823,47.503885,street-segment,0,0
d7-1151,7,Wesselényi utca,29,Wesselényi utca 29.,19.069653,47.501042,street-segment,0,0
d7-1152,7,Wesselényi utca,30,Wesselényi utca 30.,19.175701,47.531438,street-segment,0,0
d7-1153,7,Wesselényi utca,33,Wesselényi utca 33.,19.125221,47.543467,street-segment,0,0
d7-1154,7,Wesselényi utca,35,Wesselényi utca 35.,19.066248,47.499014,street-segment,1,0
d7-1155,7,Wesselényi utca,37,Wesselényi utca 37.,19.067058,47.499557,street-segment,1,0
d7-1156,7,Wesselényi utca,41,Wesselényi utca 41.,19.11991,47.546755,street-segment,0,0
d7-1157,7,Wesselényi utca,47,Wesselényi utca 47.,19.060482,47.496492,street-segment,1,0
d7-1158,7,Wesselényi utca,51,Wesselényi utca 51.,19.11658,47.548718,street-segment,0,0
d7-1159,7,Wesselényi utca,60,Wesselényi utca 60.,19.153113,47.460022,street-segment,0,0
d7-1160,7,Wesselényi utca,61,Wesselényi utca 61.,19.061278,47.496868,street-segment,1,0
d7-1161,7,Wesselényi utca,63,Wesselényi utca 63.,19.059812,47.495955,street-segment,0,0
d7-1162,7,Wesselényi utca,65,Wesselényi utca 65.,19.074874,47.503884,street-segment,0,0
d7-1163,7,Wesselényi utca,69,Wesselényi utca 69.,19.175739,47.531458,street-segment,0,0
d7-1164,7,Wesselényi utca,71,Wesselényi utca 71.,19.059468,47.495756,street-segment,0,0
d7-1165,7,Wesselényi utca,75,Wesselényi utca 75.,19.063357,47.497686,street-segment,1,0
d8-1166,8,Alföldi utca,5,Alföldi utca 5.,19.084027,47.495332,street-segment,0,0
d8-1167,8,Auróra utca,3,Auróra utca 3.,19.075888,47.494879,street-segment,0,0
d8-1168,8,Auróra utca,7,Auróra utca 7.,19.07631,47.493854,street-segment,0,0
d8-1169,8,Auróra utca,17,Auróra utca 17.,19.076326,47.49389,street-segment,0,0
d8-1170,8,Bacsó Béla utca,3,Bacsó Béla utca 3.,19.071999,47.494809,street-segment,0,0
d8-1171,8,Bacsó Béla utca,5,Bacsó Béla utca 5.,19.072027,47.494774,street-segment,0,0
d8-1172,8,Bacsó Béla utca,9,Bacsó Béla utca 9.,19.071957,47.49484,street-segment,0,0
d8-1173,8,Bacsó Béla utca,10-12,Bacsó Béla utca 10-12.,19.072486,47.493491,street-segment,0,0
d8-1174,8,Bacsó Béla utca,19,Bacsó Béla utca 19.,19.071927,47.494769,street-segment,0,0
d8-1175,8,Baross tér,4-5,Baross tér 4-5.,19.084198,47.501334,street-segment,0,0
d8-1176,8,Bérkocsis utca,18,Bérkocsis utca 18.,19.072024,47.493633,street-segment,0,0
d8-1177,8,Bérkocsis utca,26,Bérkocsis utca 26.,19.071921,47.493718,street-segment,0,0
d8-1178,8,Bérkocsis utca,31,Bérkocsis utca 31.,19.071354,47.493593,street-segment,0,0
d8-1179,8,Bérkocsis utca,41,Bérkocsis utca 41.,19.075202,47.494192,street-segment,0,0
d8-1180,8,Bezerédi utca,4,Bezerédi utca 4.,19.074777,47.486364,district-bbox,0,0
d8-1181,8,Bezerédi utca,5,Bezerédi utca 5.,19.078297,47.491798,district-bbox,0,0
d8-1182,8,Bezerédi utca,19,Bezerédi utca 19.,19.082888,47.487928,district-bbox,0,0
d8-1183,8,Bródy Sándor utca,23/a,Bródy Sándor utca 23/a.,19.068292,47.493092,street-segment,0,0
d8-1184,8,Déri Miksa utca,6,Déri Miksa utca 6.,19.074385,47.492695,street-segment,0,0
d8-1185,8,Déri Miksa utca,18,Déri Miksa utca 18.,19.074442,47.492704,street-segment,0,0
d8-1186,8,Dobozi utca,3,Dobozi utca 3.,19.086121,47.492673,street-segment,0,0
d8-1187,8,Dobozi utca,5,Dobozi utca 5.,19.088403,47.490826,street-segment,0,0
d8-1188,8,Dobozi utca,7-9,Dobozi utca 7-9.,19.085274,47.493382,street-segment,0,0
d8-1189,8,Dobozi utca,11,Dobozi utca 11.,19.088392,47.490691,street-segment,0,0
d8-1190,8,Dobozi utca,15,Dobozi utca 15.,19.086188,47.492679,street-segment,0,0
d8-1191,8,Dobozi utca,19,Dobozi utca 19.,19.085135,47.493441,street-segment,0,0
d8-1192,8,Dobozi utca,21,Dobozi utca 21.,19.086081,47.492748,street-segment,0,0
d8-1193,8,Dobozi utca,23,Dobozi utca 23.,19.088317,47.490817,street-segment,0,0
d8-1194,8,Dobozi utca,27,Dobozi utca 27.,19.086162,47.492615,street-segment,0,0
d8-1195,8,Dobozi utca,33,Dobozi utca 33.,19.086134,47.492611,street-segment,0,0
d8-1196,8,Dobozi utca,39,Dobozi utca 39.,19.086156,47.49265,street-segment,0,0
d8-1197,8,Dugonics utca,10,Dugonics utca 10.,19.109086,47.550833,street-segment,0,0
d8-1198,8,Erdélyi utca,7,Erdélyi utca 7.,19.081006,47.485221,district-bbox,0,0
d8-1199,8,Erdélyi utca,19,Erdélyi utca 19.,19.082502,47.486012,district-bbox,0,0
d8-1200,8,Fecske utca,22,Fecske utca 22.,19.076015,47.493074,street-segment,0,0
d8-1201,8,Futó utca,33,Futó utca 33.,19.074841,47.487148,street-segment,0,0
d8-1202,8,Gyulay Pál utca,6,Gyulay Pál utca 6.,19.077405,47.488819,district-bbox,0,0
d8-1203,8,Gyulay Pál utca,8,Gyulay Pál utca 8.,19.085774,47.490811,district-bbox,0,0
d8-1204,8,Gyulay Pál utca,16,Gyulay Pál utca 16.,19.080515,47.488746,district-bbox,0,0
d8-1205,8,Homok utca,8-10,Homok utca 8-10.,19.080252,47.493251,street-segment,0,0
d8-1206,8,II. János Pál pápa tér,2,II. János Pál pápa tér 2.,19.077628,47.497634,street-segment,0,0
d8-1207,8,II. János Pál pápa tér,10,II. János Pál pápa tér 10.,19.07996,47.496983,street-segment,0,0
d8-1208,8,II. János Pál pápa tér,11,II. János Pál pápa tér 11.,19.077568,47.497664,street-segment,0,0
d8-1209,8,II. János Pál pápa tér,29,II. János Pál pápa tér 29.,19.077593,47.497587,street-segment,0,0
d8-1210,8,József körút,8,József körút 8.,19.07032,47.486414,street-segment,0,0
d8-1211,8,József körút,27,József körút 27.,19.070486,47.497124,street-segment,0,0
d8-1212,8,József körút,28,József körút 28.,19.070533,47.488202,street-segment,0,0
d8-1213,8,József utca,29,József utca 29.,19.07305,47.490918,street-segment,0,0
d8-1214,8,József utca,48,József utca 48.,19.076469,47.491718,street-segment,0,0
d8-1215,8,Karácsony Sándor utca,11,Karácsony Sándor utca 11.,19.084925,47.490872,street-segment,0,0
d8-1216,8,Karácsony Sándor utca,15,Karácsony Sándor utca 15.,19.084895,47.49095,street-segment,0,0
d8-1217,8,Karácsony Sándor utca,18,Karácsony Sándor utca 18.,19.08492,47.490913,street-segment,0,0
d8-1218,8,Karácsony Sándor utca,21,Karácsony Sándor utca 21.,19.084894,47.490845,street-segment,0,0
d8-1219,8,Kenyérmező utca,2,Kenyérmező utca 2.,19.077268,47.498279,street-segment,0,0
d8-1220,8,Kenyérmező utca,8,Kenyérmező utca 8.,19.07742,47.498302,street-segment,0,0
d8-1221,8,Kis Stáció utca,1,Kis Stáció utca 1.,19.07313,47.489324,street-segment,0,0
d8-1222,8,Kisfaludy utca,9,Kisfaludy utca 9.,19.072089,47.487148,street-segment,0,0
d8-1223,8,Kisfaludy utca,34,Kisfaludy utca 34.,19.072085,47.489437,street-segment,0,0
d8-1224,8,Korányi Sándor utca,8/a,Korányi Sándor utca 8/a.,19.087641,47.484784,street-segment,0,0
d8-1225,8,Korányi Sándor utca,30,Korányi Sándor utca 30.,19.083945,47.482722,street-segment,0,0
d8-1226,8,Kőris utca,15,Kőris utca 15.,19.092678,47.487271,street-segment,0,0
d8-1227,8,Koszorú utca,11,Koszorú utca 11.,19.07954,47.490845,street-segment,0,0
d8-1228,8,Kun utca,12,Kun utca 12.,19.08177,47.494196,street-segment,0,0
d8-1229,8,Leonardo Da Vinci utca,45,Leonardo Da Vinci utca 45.,19.077442,47.487626,street-segment,0,0
d8-1230,8,Leonardo Da Vinci utca,50,Leonardo Da Vinci utca 50.,19.077451,47.487552,street-segment,0,0
d8-1231,8,Lujza utca,1/b,Lujza utca 1/b.,19.08774,47.489369,street-segment,0,0
d8-1232,8,Lujza utca,2/b,Lujza utca 2/b.,19.086783,47.490422,street-segment,0,0
d8-1233,8,Lujza utca,5,Lujza utca 5.,19.086811,47.490485,street-segment,0,0
d8-1234,8,Lujza utca,6,Lujza utca 6.,19.084909,47.492143,street-segment,0,0
d8-1235,8,Lujza utca,10,Lujza utca 10.,19.087755,47.489316,street-segment,0,0
d8-1236,8,Lujza utca,16,Lujza utca 16.,19.087599,47.489341,street-segment,0,0
d8-1237,8,Lujza utca,26,Lujza utca 26.,19.086773,47.490395,street-segment,0,0
d8-1238,8,Magdolna utca,18,Magdolna utca 18.,19.086429,47.491734,street-segment,0,0
d8-1239,8,Magdolna utca,28,Magdolna utca 28.,19.089436,47.491957,street-segment,0,0
d8-1240,8,Magdolna utca,34,Magdolna utca 34.,19.085251,47.491255,street-segment,0,0
d8-1241,8,Magdolna utca,43,Magdolna utca 43.,19.083921,47.490741,street-segment,0,0
d8-1242,8,Mária utca,29,Mária utca 29.,19.068737,47.490442,street-segment,0,0
d8-1243,8,Mátyás tér,14,Mátyás tér 14.,19.09213,47.569077,street-segment,0,0
d8-1244,8,Nagy Fuvaros utca,3/a,Nagy Fuvaros utca 3/a.,19.078237,47.49277,street-segment,0,0
d8-1245,8,Nagy Fuvaros utca,3/b,Nagy Fuvaros utca 3/b.,19.078262,47.492768,street-segment,0,0
d8-1246,8,Nagy Fuvaros utca,4,Nagy Fuvaros utca 4.,19.076961,47.494689,street-segment,0,0
d8-1247,8,Nagy Fuvaros utca,16,Nagy Fuvaros utca 16.,19.076943,47.494698,street-segment,0,0
d8-1248,8,Nagy Fuvaros utca,18,Nagy Fuvaros utca 18.,19.077162,47.494621,street-segment,0,0
d8-1249,8,Német utca,23,Német utca 23.,19.07388,47.490378,street-segment,0,0
d8-1250,8,Népszínház utca,13,Népszínház utca 13.,19.079536,47.49413,street-segment,0,0
d8-1251,8,Népszínház utca,16,Népszínház utca 16.,19.079855,47.494158,street-segment,0,0
d8-1252,8,Népszínház utca,19,Népszínház utca 19.,19.081249,47.493917,street-segment,0,0
d8-1253,8,Népszínház utca,21,Népszínház utca 21.,19.078278,47.494516,street-segment,0,0
d8-1254,8,Népszínház utca,22,Népszínház utca 22.,19.08575,47.493281,street-segment,0,0
d8-1255,8,Népszínház utca,25,Népszínház utca 25.,19.085406,47.493291,street-segment,0,0
d8-1256,8,Népszínház utca,26,Népszínház utca 26.,19.071609,47.496012,street-segment,0,0
d8-1257,8,Népszínház utca,27,Népszínház utca 27.,19.077073,47.494845,street-segment,0,0
d8-1258,8,Népszínház utca,28,Népszínház utca 28.,19.072427,47.495845,street-segment,0,0
d8-1259,8,Népszínház utca,29,Népszínház utca 29.,19.083855,47.493563,street-segment,0,0
d8-1260,8,Népszínház utca,30,Népszínház utca 30.,19.075035,47.495141,street-segment,0,0
d8-1261,8,Népszínház utca,31,Népszínház utca 31.,19.073942,47.495454,street-segment,0,0
d8-1262,8,Népszínház utca,32,Népszínház utca 32.,19.086632,47.4933,street-segment,0,0
d8-1263,8,Népszínház utca,37,Népszínház utca 37.,19.071316,47.496122,street-segment,0,0
d8-1264,8,Népszínház utca,40,Népszínház utca 40.,19.071132,47.496172,street-segment,0,0
d8-1265,8,Népszínház utca,42-44,Népszínház utca 42-44.,19.085779,47.493403,street-segment,0,0
d8-1266,8,Népszínház utca,46,Népszínház utca 46.,19.07163,47.496054,street-segment,0,0
d8-1267,8,Népszínház utca,47,Népszínház utca 47.,19.077072,47.494758,street-segment,0,0
d8-1268,8,Népszínház utca,49,Népszínház utca 49.,19.083874,47.493408,street-segment,0,0
d8-1269,8,Népszínház utca,58,Népszínház utca 58.,19.082379,47.493518,street-segment,0,0
d8-1270,8,Népszínház utca,59,Népszínház utca 59.,19.081164,47.49388,street-segment,0,0
d8-1271,8,Orczy út,14/b,Orczy út 14/b.,19.092701,47.487357,street-segment,0,0
d8-1272,8,Orczy út,31,Orczy út 31.,19.089872,47.479497,street-segment,0,0
d8-1273,8,Práter utca,53,Práter utca 53.,19.077643,47.486777,street-segment,0,0
d8-1274,8,Práter utca,64,Práter utca 64.,19.079602,47.486679,street-segment,0,0
d8-1275,8,Rákóczi tér,10,Rákóczi tér 10.,19.071975,47.492404,street-segment,0,0
d8-1276,8,Rákóczi út,47,Rákóczi út 47.,19.154613,47.52703,street-segment,0,0
d8-1277,8,Rákóczi út,51,Rákóczi út 51.,19.131552,47.45053,street-segment,0,0
d8-1278,8,Salétrom utca,6,Salétrom utca 6.,19.07192,47.491708,street-segment,0,0
d8-1279,8,Sárkány utca,5,Sárkány utca 5.,19.091436,47.48546,street-segment,0,0
d8-1280,8,Szerdahelyi utca,15,Szerdahelyi utca 15.,19.082151,47.492256,street-segment,0,0
d8-1281,8,Szeszgyár utca,11,Szeszgyár utca 11.,19.089586,47.488155,street-segment,0,0
d8-1282,8,Szigetvári utca,1,Szigetvári utca 1.,19.082517,47.489476,street-segment,0,0
d8-1283,8,Szigetvári utca,20,Szigetvári utca 20.,19.082564,47.489546,street-segment,0,0
d8-1284,8,Szigetvári utca,25/d,Szigetvári utca 25/d.,19.082577,47.48942,street-segment,0,0
d8-1285,8,Szigetvári utca,26/a,Szigetvári utca 26/a.,19.082534,47.489509,street-segment,0,0
d8-1286,8,Szigony utca,19,Szigony utca 19.,19.080086,47.488094,street-segment,0,0
d8-1287,8,Szigony utca,32,Szigony utca 32.,19.080025,47.485249,street-segment,0,0
d8-1288,8,Szilágyi utca,1/b,Szilágyi utca 1/b.,19.110255,47.562989,street-segment,0,0
d8-1289,8,Szilágyi utca,3,Szilágyi utca 3.,19.113541,47.571587,street-segment,0,0
d8-1290,8,Teleki László tér,1-2,Teleki László tér 1-2.,19.085761,47.493632,street-segment,0,0
d8-1291,8,Teleki László tér,3,Teleki László tér 3.,19.085404,47.494262,street-segment,0,0
d8-1292,8,Teleki László tér,4,Teleki László tér 4.,19.086054,47.493442,street-segment,0,0
d8-1293,8,Teleki László tér,5,Teleki László tér 5.,19.083699,47.492831,street-segment,0,0
d8-1294,8,Teleki László tér,6,Teleki László tér 6.,19.083631,47.49403,street-segment,0,0
d8-1295,8,Teleki László tér,10,Teleki László tér 10.,19.084773,47.493155,street-segment,0,0
d8-1296,8,Teleki László tér,15,Teleki László tér 15.,19.08617,47.493756,street-segment,0,0
d8-1297,8,Teleki László tér,21,Teleki László tér 21.,19.083811,47.492763,street-segment,0,0
d8-1298,8,Teleki László tér,22,Teleki László tér 22.,19.083766,47.494025,street-segment,0,0
d8-1299,8,Teleki László tér,23,Teleki László tér 23.,19.086201,47.493758,street-segment,0,0
d8-1300,8,Tolnai Lajos utca,3,Tolnai Lajos utca 3.,19.07546,47.492324,street-segment,0,0
d8-1301,8,Tolnai Lajos utca,39,Tolnai Lajos utca 39.,19.075343,47.492202,street-segment,0,0
d8-1302,8,Tömő utca,44,Tömő utca 44.,19.078079,47.48487,street-segment,0,0
d8-1303,8,Tömő utca,58,Tömő utca 58.,19.076533,47.484597,street-segment,0,0
d8-1304,8,Vajdahunyad utca,12,Vajdahunyad utca 12.,19.073566,47.485747,street-segment,0,0
d8-1305,8,Vas utca,15/b,Vas utca 15/b.,19.06703,47.493041,street-segment,0,0
d8-1306,8,Vay Ádám utca,8,Vay Ádám utca 8.,19.079144,47.49483,street-segment,0,0
d8-1307,8,Víg utca,3,Víg utca 3.,19.074375,47.492001,street-segment,0,0
d8-1308,8,Víg utca,8,Víg utca 8.,19.073697,47.493181,street-segment,0,0
d8-1309,8,Víg utca,15,Víg utca 15.,19.074265,47.491935,street-segment,0,0
d8-1310,8,Víg utca,18,Víg utca 18.,19.074254,47.492064,street-segment,0,0
d8-1311,8,Víg utca,22,Víg utca 22.,19.073186,47.494607,street-segment,0,0
d8-1312,8,Visi Imre utca,6,Visi Imre utca 6.,19.091137,47.487823,street-segment,0,0
d9-1313,9,Berzenczey utca,29,Berzenczey utca 29.,19.074002,47.482725,street-segment,0,0
d9-1314,9,Drégely utca,13,Drégely utca 13.,19.075975,47.477028,street-segment,0,0
d9-1315,9,Ernő utca,7,Ernő utca 7.,19.084994,47.479086,street-segment,0,0
d9-1316,9,Ernő utca,22,Ernő utca 22.,19.084996,47.479164,street-segment,0,0
d9-1317,9,Gabona utca,4,Gabona utca 4.,19.069209,47.479413,street-segment,0,0
d9-1318,9,Hentes utca,8,Hentes utca 8.,19.084742,47.462241,street-segment,0,0
d9-1319,9,Kinizsi utca,23,Kinizsi utca 23.,19.061177,47.580673,street-segment,0,0
d9-1320,9,Lenhossék utca,11,Lenhossék utca 11.,19.076709,47.477545,street-segment,0,0
d9-1321,9,Lenhossék utca,14,Lenhossék utca 14.,19.080736,47.481117,street-segment,0,0
d9-1322,9,Lenhossék utca,32,Lenhossék utca 32.,19.077836,47.47855,street-segment,0,0
d9-1323,9,Liliom utca,12,Liliom utca 12.,19.068802,47.479836,street-segment,0,0
d9-1324,9,Liliom utca,15,Liliom utca 15.,19.072399,47.484203,street-segment,0,0
d9-1325,9,Liliom utca,34-36,Liliom utca 34-36.,19.070344,47.480583,street-segment,0,0
d9-1326,9,Lónyay utca,15,Lónyay utca 15.,19.06232,47.485155,street-segment,0,0
d9-1327,9,Lónyay utca,18/b,Lónyay utca 18/b.,19.065991,47.481805,street-segment,0,0
d9-1328,9,Lónyay utca,50,Lónyay utca 50.,19.060721,47.488129,street-segment,0,0
d9-1329,9,Páva utca,23,Páva utca 23.,19.072291,47.48179,street-segment,0,0
