id,district,street,number,address,lon,lat,geocode,inPestGhetto,inInternational
d7-747,7,Damjanich utca,18,Damjanich utca 18.,19.082346,47.509422,street-segment,0,0
d7-748,7,Damjanich utca,25/b,Damjanich utca 25/b.,19.080956,47.508825,street-segment,0,0
d7-749,7,Damjanich utca,26/a,Damjanich utca 26/a.,19.075344,47.506376,street-segment,0,0
d7-750,7,Damjanich utca,26/b,Damjanich utca 26/b.,19.075373,47.506324,street-segment,0,0
d7-751,7,Damjanich utca,33,Damjanich utca 33.,19.175475,47.53409,street-segment,0,0
d7-752,7,Damjanich utca,49,Damjanich utca 49.,19.175559,47.534027,street-segment,0,0
d7-753,7,Damjanich utca,54,Damjanich utca 54.,19.074352,47.505782,street-segment,0,0
d7-754,7,Damjanich utca,58,Damjanich utca 58.,19.075403,47.506391,street-segment,0,0
d7-755,7,Dembinszky utca,4,Dembinszky utca 4.,19.07736,47.505114,street-segment,0,0
d7-756,7,Dembinszky utca,18,Dembinszky utca 18.,19.075542,47.504167,street-segment,0,0
d7-757,7,Dembinszky utca,20,Dembinszky utca 20.,19.081563,47.50699,street-segment,0,0
d7-758,7,Dembinszky utca,28,Dembinszky utca 28.,19.077452,47.505064,street-segment,0,0
d7-759,7,Dembinszky utca,29,Dembinszky utca 29.,19.081608,47.507081,street-segment,0,0
d7-760,7,Dembinszky utca,33,Dembinszky utca 33.,19.075529,47.504245,street-segment,0,0
d7-761,7,Dembinszky utca,34,Dembinszky utca 34.,19.077357,47.505039,street-segment,0,0
d7-762,7,Dembinszky utca,36,Dembinszky utca 36.,19.075667,47.504271,street-segment,0,0
d7-763,7,Dembinszky utca,48,Dembinszky utca 48.,19.075552,47.504184,street-segment,0,0
d7-764,7,Dob utca,2,Dob utca 2.,19.060313,47.497353,street-segment,1,0
d7-765,7,Dob utca,4,Dob utca 4.,19.058967,47.496256,street-segment,0,0
d7-766,7,Dob utca,9,Dob utca 9.,19.069572,47.502937,street-segment,0,0
d7-767,7,Dob utca,11,Dob utca 11.,19.067236,47.501842,street-segment,0,0
d7-768,7,Dob utca,13,Dob utca 13.,19.063965,47.500708,street-segment,1,0
d7-769,7,Dob utca,15,Dob utca 15.,19.059543,47.496743,street-segment,1,0
d7-770,7,Dob utca,18,Dob utca 18.,19.074028,47.50525,street-segment,0,0
d7-771,7,Dob utca,20,Dob utca 20.,19.067044,47.501675,street-segment,0,0
d7-772,7,Dob utca,23,Dob utca 23.,19.067949,47.502226,street-segment,0,0
d7-773,7,Dob utca,24,Dob utca 24.,19.071464,47.503813,street-segment,0,0
d7-774,7,Dob utca,27,Dob utca 27.,19.061379,47.498349,street-segment,1,0
d7-775,7,Dob utca,31,Dob utca 31.,19.061007,47.497942,street-segment,1,0
d7-776,7,Dob utca,32,Dob utca 32.,19.059546,47.496743,street-segment,1,0
d7-777,7,Dob utca,34,Dob utca 34.,19.062311,47.499216,street-segment,1,0
d7-778,7,Dob utca,38,Dob utca 38.,19.058987,47.496201,street-segment,0,0
d7-779,7,Dob utca,41,Dob utca 41.,19.071342,47.503803,street-segment,0,0
d7-780,7,Dob utca,46/b,Dob utca 46/b.,19.072925,47.504756,street-segment,0,0
d7-781,7,Dob utca,52,Dob utca 52.,19.074081,47.5052,street-segment,0,0
d7-782,7,Dob utca,53,Dob utca 53.,19.060353,47.497349,street-segment,1,0
d7-783,7,Dob utca,55,Dob utca 55.,19.059074,47.496303,street-segment,0,0
d7-784,7,Dob utca,60,Dob utca 60.,19.069511,47.503038,street-segment,0,0
d7-785,7,Dob utca,61,Dob utca 61.,19.061401,47.498339,street-segment,1,0
d7-786,7,Dob utca,65,Dob utca 65.,19.060992,47.497987,street-segment,1,0
d7-787,7,Dob utca,70,Dob utca 70.,19.060295,47.497397,street-segment,1,0
d7-788,7,Dob utca,71,Dob utca 71.,19.066998,47.501798,street-segment,0,0
d7-789,7,Dob utca,73,Dob utca 73.,19.065101,47.500945,street-segment,1,0
d7-790,7,Dob utca,89,Dob utca 89.,19.059023,47.496254,street-segment,0,0
d7-791,7,Dob utca,90,Dob utca 90.,19.065101,47.501085,street-segment,1,0
d7-792,7,Dob utca,94-96,Dob utca 94-96.,19.069533,47.502932,street-segment,0,0
d7-793,7,Dob utca,103,Dob utca 103.,19.074093,47.505326,street-segment,0,0
d7-794,7,Dob utca,106,Dob utca 106.,19.05903,47.496186,street-segment,0,0
d7-795,7,Dob utca,107,Dob utca 107.,19.065045,47.500985,street-segment,1,0
d7-796,7,Dob utca,108,Dob utca 108.,19.06797,47.502224,street-segment,0,0
d7-797,7,Dohány utca,1/b,Dohány utca 1/b.,19.068772,47.497856,street-segment,0,0
d7-798,7,Dohány utca,1/c,Dohány utca 1/c.,19.068752,47.497909,street-segment,0,0
d7-799,7,Dohány utca,5,Dohány utca 5.,19.061146,47.495536,street-segment,0,0
d7-800,7,Dohány utca,10,Dohány utca 10.,19.059981,47.495614,street-segment,0,0
d7-801,7,Dohány utca,12,Dohány utca 12.,19.068143,47.49749,street-segment,0,0
d7-802,7,Dohány utca,14,Dohány utca 14.,19.067139,47.496824,street-segment,0,0
d7-803,7,Dohány utca,16-18,Dohány utca 16-18.,19.059209,47.495746,street-segment,0,0
d7-804,7,Dohány utca,22-24,Dohány utca 22-24.,19.060218,47.495581,street-segment,0,0
d7-805,7,Dohány utca,28,Dohány utca 28.,19.059915,47.495676,street-segment,0,0
d7-806,7,Dohány utca,30/a,Dohány utca 30/a.,19.061129,47.495499,street-segment,0,0
d7-807,7,Dohány utca,36,Dohány utca 36.,19.069894,47.498596,street-segment,0,0
d7-808,7,Dohány utca,37,Dohány utca 37.,19.068261,47.497438,street-segment,0,0
d7-809,7,Dohány utca,39,Dohány utca 39.,19.067177,47.496882,street-segment,0,0
d7-810,7,Dohány utca,46,Dohány utca 46.,19.059965,47.495685,street-segment,0,0
d7-811,7,Dohány utca,47,Dohány utca 47.,19.060295,47.495611,street-segment,0,0
d7-812,7,Dohány utca,48,Dohány utca 48.,19.076104,47.502166,street-segment,0,0
d7-813,7,Dohány utca,50,Dohány utca 50.,19.069171,47.498006,street-segment,0,0
d7-814,7,Dohány utca,55,Dohány utca 55.,19.061029,47.495409,street-segment,0,0
d7-815,7,Dohány utca,56,Dohány utca 56.,19.059475,47.495663,street-segment,0,0
d7-816,7,Dohány utca,57,Dohány utca 57.,19.064311,47.495918,street-segment,1,0
d7-817,7,Dohány utca,58-62,Dohány utca 58-62.,19.069565,47.498363,street-segment,0,0
d7-818,7,Dohány utca,59,Dohány utca 59.,19.060476,47.495503,street-segment,0,0
d7-819,7,Dohány utca,61,Dohány utca 61.,19.069955,47.498622,street-segment,0,0
d7-820,7,Dohány utca,67,Dohány utca 67.,19.059306,47.495635,street-segment,0,0
d7-821,7,Dohány utca,68,Dohány utca 68.,19.066412,47.496521,street-segment,1,0
d7-822,7,Dohány utca,69,Dohány utca 69.,19.061739,47.495381,street-segment,0,0
d7-823,7,Dohány utca,71,Dohány utca 71.,19.059965,47.495665,street-segment,0,0
d7-824,7,Dohány utca,74,Dohány utca 74.,19.076587,47.502481,street-segment,0,0
d7-825,7,Dohány utca,77,Dohány utca 77.,19.059683,47.495712,street-segment,0,0
d7-826,7,Dohány utca,78,Dohány utca 78.,19.059962,47.495668,street-segment,0,0
d7-827,7,Dohány utca,81,Dohány utca 81.,19.059488,47.495691,street-segment,0,0
d7-828,7,Dohány utca,82,Dohány utca 82.,19.064447,47.495846,street-segment,1,0
d7-829,7,Dohány utca,84,Dohány utca 84.,19.060541,47.495577,street-segment,0,0
d7-830,7,Dohány utca,88,Dohány utca 88.,19.072596,47.500176,street-segment,0,0
d7-831,7,Dohány utca,90,Dohány utca 90.,19.062356,47.495515,street-segment,0,0
d7-832,7,Dohány utca,92,Dohány utca 92.,19.059293,47.495778,street-segment,0,0
d7-833,7,Dohány utca,94,Dohány utca 94.,19.061771,47.49552,street-segment,0,0
d7-834,7,Erzsébet körút,14,Erzsébet körút 14.,19.068616,47.500397,street-segment,0,0
d7-835,7,Erzsébet körút,15,Erzsébet körút 15.,19.070384,47.4979,street-segment,0,0
d7-836,7,Erzsébet körút,17,Erzsébet körút 17.,19.069053,47.499985,street-segment,0,0
d7-837,7,Erzsébet körút,22,Erzsébet körút 22.,19.070083,47.498249,street-segment,0,0
d7-838,7,Erzsébet körút,23,Erzsébet körút 23.,19.070431,47.497667,street-segment,0,0
d7-839,7,Erzsébet körút,24,Erzsébet körút 24.,19.06842,47.500868,street-segment,0,0
d7-840,7,Erzsébet körút,25-27,Erzsébet körút 25-27.,19.06677,47.502461,street-segment,0,0
d7-841,7,Erzsébet körút,26,Erzsébet körút 26.,19.070311,47.497523,street-segment,0,0
d7-842,7,Erzsébet körút,32,Erzsébet körút 32.,19.068051,47.501339,street-segment,0,0
d7-843,7,Erzsébet körút,34,Erzsébet körút 34.,19.069517,47.499564,street-segment,0,0
d7-844,7,Erzsébet körút,35,Erzsébet körút 35.,19.06897,47.500413,street-segment,0,0
d7-845,7,Erzsébet körút,36,Erzsébet körút 36.,19.070259,47.498421,street-segment,0,0
d7-846,7,Erzsébet körút,38,Erzsébet körút 38.,19.070468,47.497108,street-segment,0,0
d7-847,7,Erzsébet körút,41,Erzsébet körút 41.,19.070455,47.497348,street-segment,0,0
d7-848,7,Erzsébet körút,50,Erzsébet körút 50.,19.066689,47.502481,street-segment,0,0
d7-849,7,Erzsébet körút,51,Erzsébet körút 51.,19.070354,47.497647,street-segment,0,0
d7-850,7,Erzsébet körút,52,Erzsébet körút 52.,19.067505,47.501667,street-segment,0,0
d7-851,7,Erzsébet körút,53,Erzsébet körút 53.,19.06917,47.500079,street-segment,0,0
d7-852,7,Erzsébet körút,54,Erzsébet körút 54.,19.070014,47.498508,street-segment,0,0
d7-853,7,Erzsébet körút,56,Erzsébet körút 56.,19.065926,47.503183,street-segment,0,0
d7-854,7,Garay tér,4,Garay tér 4.,19.085988,47.504315,street-segment,0,0
d7-855,7,Garay tér,11,Garay tér 11.,19.085958,47.503646,street-segment,0,0
d7-856,7,Garay tér,19,Garay tér 19.,19.085878,47.503724,street-segment,0,0
d7-857,7,Garay utca,4,Garay utca 4.,19.084517,47.580255,street-segment,0,0
d7-858,7,Garay utca,20,Garay utca 20.,19.084467,47.580295,street-segment,0,0
d7-859,7,Garay utca,36,Garay utca 36.,19.084454,47.580287,street-segment,0,0
d7-860,7,Garay utca,37,Garay utca 37.,19.084578,47.580163,street-segment,0,0
d7-861,7,Garay utca,38,Garay utca 38.,19.084453,47.580172,street-segment,0,0
d7-862,7,Garay utca,44,Garay utca 44.,19.084478,47.580292,street-segment,0,0
d7-863,7,Garay utca,45,Garay utca 45.,19.084585,47.580164,street-segment,0,0
d7-864,7,Hársfa utca,5,Hársfa utca 5.,19.07085,47.500536,street-segment,0,0
d7-865,7,Hársfa utca,24,Hársfa utca 24.,19.067448,47.503189,street-segment,0,0
d7-866,7,Hársfa utca,26,Hársfa utca 26.,19.069172,47.501829,street-segment,0,0
d7-867,7,Hársfa utca,28,Hársfa utca 28.,19.174558,47.524897,street-segment,0,0
d7-868,7,Hársfa utca,37,Hársfa utca 37.,19.072769,47.498916,street-segment,0,0
d7-869,7,Hársfa utca,40,Hársfa utca 40.,19.070827,47.500378,street-segment,0,0
d7-870,7,Hársfa utca,57,Hársfa utca 57.,19.072835,47.498828,street-segment,0,0
d7-871,7,Hernád utca,5,Hernád utca 5.,19.080868,47.506544,street-segment,0,0
d7-872,7,Hernád utca,7,Hernád utca 7.,19.083345,47.504019,street-segment,0,0
d7-873,7,Hernád utca,22,Hernád utca 22.,19.083397,47.503985,street-segment,0,0
d7-874,7,Hernád utca,23,Hernád utca 23.,19.080721,47.506584,street-segment,0,0
d7-875,7,Hernád utca,40,Hernád utca 40.,19.08342,47.503971,street-segment,0,0
d7-876,7,Hernád utca,43,Hernád utca 43.,19.083412,47.503967,street-segment,0,0
d7-877,7,Hernád utca,45,Hernád utca 45.,19.084775,47.502588,street-segment,0,0
d7-878,7,Hernád utca,50,Hernád utca 50.,19.080843,47.50666,street-segment,0,0
d7-879,7,Hevesi Sándor tér,1,Hevesi Sándor tér 1.,19.072425,47.503753,street-segment,0,0
d7-880,7,Holló utca,1,Holló utca 1.,19.060084,47.498818,street-segment,1,0
d7-881,7,Holló utca,3,Holló utca 3.,19.060054,47.498869,street-segment,1,0
d7-882,7,Holló utca,4,Holló utca 4.,19.060015,47.498873,street-segment,1,0
d7-883,7,Holló utca,9,Holló utca 9.,19.060043,47.498885,street-segment,1,0
d7-884,7,Holló utca,10,Holló utca 10.,19.059974,47.498849,street-segment,1,0
d7-885,7,Holló utca,12,Holló utca 12.,19.059995,47.498811,street-segment,1,0
d7-886,7,Holló utca,15,Holló utca 15.,19.05996,47.498794,street-segment,1,0
d7-887,7,Huszár utca,8,Huszár utca 8.,19.077241,47.499483,street-segment,0,0
d7-888,7,Hutyra Ferenc utca,6-8,Hutyra Ferenc utca 6-8.,19.075718,47.503181,street-segment,0,0
d7-889,7,István út,7,István út 7.,19.079399,47.50384,street-segment,0,0
d7-890,7,István út,9,István út 9.,19.089241,47.559415,street-segment,0,0
d7-891,7,István út,17,István út 17.,19.090252,47.561563,street-segment,0,0
d7-892,7,István út,20,István út 20.,19.090049,47.560926,street-segment,0,0
d7-893,7,István út,33,István út 33.,19.090638,47.563438,street-segment,0,0
d7-894,7,István út,35,István út 35.,19.089568,47.56026,street-segment,0,0
d7-895,7,István út,38,István út 38.,19.083716,47.505809,street-segment,0,0
d7-896,7,István út,40,István út 40.,19.090829,47.563686,street-segment,0,0
d7-897,7,István út,41-43,István út 41-43.,19.089438,47.559783,street-segment,0,0
d7-898,7,István út,42,István út 42.,19.085445,47.506519,street-segment,0,0
d7-899,7,István út,47,István út 47.,19.080035,47.504067,street-segment,0,0
d7-900,7,Izabella utca,7,Izabella utca 7.,19.070892,47.504952,street-segment,0,0
d7-901,7,Izabella utca,11,Izabella utca 11.,19.067468,47.507528,street-segment,0,0
d7-902,7,Izabella utca,29,Izabella utca 29.,19.063338,47.510588,street-segment,0,0
d7-903,7,Izabella utca,34,Izabella utca 34.,19.067052,47.507795,street-segment,0,0
d7-904,7,Jósika utca,2,Jósika utca 2.,19.072052,47.505749,street-segment,0,0
d7-905,7,Jósika utca,4,Jósika utca 4.,19.071895,47.505699,street-segment,0,0
d7-906,7,Jósika utca,10,Jósika utca 10.,19.072009,47.505766,street-segment,0,0
d7-907,7,Jósika utca,24,Jósika utca 24.,19.07192,47.505754,street-segment,0,0
d7-908,7,Jósika utca,29,Jósika utca 29.,19.071936,47.505699,street-segment,0,0
d7-909,7,Károly körút,3/a,Károly körút 3/a.,19.058903,47.495543,street-segment,0,0
d7-910,7,Károly körút,3/c,Károly körút 3/c.,19.058892,47.495424,street-segment,0,0
d7-911,7,Károly körút,5,Károly körút 5.,19.055149,47.497194,street-segment,0,0
d7-912,7,Károly körút,21,Károly körút 21.,19.057328,47.496563,street-segment,0,0
d7-913,7,Károly körút,23,Károly körút 23.,19.055979,47.497271,street-segment,0,0
d7-914,7,Kazinczy utca,3/b,Kazinczy utca 3/b.,19.13787,47.459487,street-segment,0,0
d7-915,7,Kazinczy utca,5,Kazinczy utca 5.,19.126617,47.564182,street-segment,0,0
d7-916,7,Kazinczy utca,6/a,Kazinczy utca 6/a.,19.124738,47.56511,street-segment,0,0
d7-917,7,Kazinczy utca,7,Kazinczy utca 7.,19.062385,47.498103,street-segment,1,0
d7-918,7,Kazinczy utca,10,Kazinczy utca 10.,19.137225,47.458189,street-segment,0,0
d7-919,7,Kazinczy utca,11,Kazinczy utca 11.,19.060909,47.499426,street-segment,1,0
d7-920,7,Kazinczy utca,12,Kazinczy utca 12.,19.064393,47.495656,street-segment,0,0
d7-921,7,Kazinczy utca,14,Kazinczy utca 14.,19.063684,47.496758,street-segment,1,0
d7-922,7,Kazinczy utca,16,Kazinczy utca 16.,19.136072,47.457554,street-segment,0,0
d7-923,7,Kazinczy utca,28,Kazinczy utca 28.,19.136123,47.45761,street-segment,0,0
d7-924,7,Kazinczy utca,30,Kazinczy utca 30.,19.12473,47.565196,street-segment,0,0
d7-925,7,Kazinczy utca,34,Kazinczy utca 34.,19.137183,47.458225,street-segment,0,0
d7-926,7,Kazinczy utca,35,Kazinczy utca 35.,19.060968,47.499352,street-segment,1,0
d7-927,7,Kazinczy utca,37,Kazinczy utca 37.,19.135878,47.45741,street-segment,0,0
d7-928,7,Kazinczy utca,41,Kazinczy utca 41.,19.126583,47.564245,street-segment,0,0
d7-929,7,Kazinczy utca,42,Kazinczy utca 42.,19.124792,47.565224,street-segment,0,0
d7-930,7,Kazinczy utca,44,Kazinczy utca 44.,19.138676,47.459388,street-segment,0,0
d7-931,7,Kazinczy utca,48,Kazinczy utca 48.,19.064366,47.495741,street-segment,1,0
d7-932,7,Kazinczy utca,51,Kazinczy utca 51.,19.137948,47.459533,street-segment,0,0
d7-933,7,Kazinczy utca,53,Kazinczy utca 53.,19.126646,47.564239,street-segment,0,0
d7-934,7,Kazinczy utca,55,Kazinczy utca 55.,19.062469,47.498076,street-segment,1,0
d7-935,7,Kertész utca,20,Kertész utca 20.,19.06679,47.50053,street-segment,1,0
d7-936,7,Kertész utca,27,Kertész utca 27.,19.065347,47.50212,street-segment,0,0
d7-937,7,Kertész utca,32,Kertész utca 32.,19.066881,47.500559,street-segment,1,0
d7-938,7,Kertész utca,33,Kertész utca 33.,19.068702,47.499093,street-segment,0,0
d7-939,7,Kertész utca,35,Kertész utca 35.,19.065263,47.502099,street-segment,0,0
d7-940,7,Kertész utca,38-40,Kertész utca 38-40.,18.979761,47.460953,street-segment,0,0
d7-941,7,Kertész utca,39,Kertész utca 39.,19.065209,47.502141,street-segment,0,0
d7-942,7,Kertész utca,41,Kertész utca 41.,19.068651,47.499137,street-segment,0,0
d7-943,7,Kertész utca,42-44,Kertész utca 42-44.,18.979845,47.461094,street-segment,0,0
d7-944,7,Kertész utca,43,Kertész utca 43.,19.065232,47.502063,street-segment,0,0
d7-945,7,Kertész utca,46,Kertész utca 46.,18.979805,47.461109,street-segment,0,0
d7-946,7,Kertész utca,50,Kertész utca 50.,18.979778,47.46096,street-segment,0,0
d7-947,7,Király utca,1/b,Király utca 1/b.,19.063915,47.502664,street-segment,0,0
d7-948,7,Király utca,7,Király utca 7.,19.065206,47.503016,street-segment,0,0
d7-949,7,Király utca,13,Király utca 13.,19.068767,47.505145,street-segment,0,0
d7-950,7,Király utca,15,Király utca 15.,19.065713,47.50337,street-segment,0,0
d7-951,7,Király utca,17,Király utca 17.,19.060136,47.500255,street-segment,0,0
d7-952,7,Király utca,19,Király utca 19.,19.056127,47.498004,street-segment,0,0
d7-953,7,Király utca,21,Király utca 21.,19.092392,47.562407,street-segment,0,0
d7-954,7,Király utca,27,Király utca 27.,19.056917,47.49857,street-segment,1,0
d7-955,7,Király utca,29,Király utca 29.,19.06487,47.502959,street-segment,0,0
d7-956,7,Király utca,31,Király utca 31.,19.065109,47.503009,street-segment,0,0
d7-957,7,Király utca,33,Király utca 33.,19.097865,47.561626,street-segment,0,0
d7-958,7,Király utca,35-37,Király utca 35-37.,19.094946,47.562026,street-segment,0,0
d7-959,7,Király utca,41,Király utca 41.,19.060276,47.500175,street-segment,0,0
d7-960,7,Király utca,43-45,Király utca 43-45.,19.056095,47.498052,street-segment,0,0
d7-961,7,Király utca,47,Király utca 47.,19.062951,47.502078,street-segment,0,0
d7-962,7,Király utca,49,Király utca 49.,19.064038,47.502614,street-segment,0,0
d7-963,7,Király utca,51,Király utca 51.,19.057033,47.498545,street-segment,1,0
d7-964,7,Király utca,53,Király utca 53.,19.064761,47.502972,street-segment,0,0
d7-965,7,Király utca,67,Király utca 67.,19.056125,47.498015,street-segment,0,0
d7-966,7,Király utca,69,Király utca 69.,19.092412,47.562472,street-segment,0,0
d7-967,7,Király utca,75,Király utca 75.,19.056905,47.498519,street-segment,1,0
d7-968,7,Király utca,77,Király utca 77.,19.06475,47.502993,street-segment,0,0
d7-969,7,Király utca,81,Király utca 81.,19.09794,47.561544,street-segment,0,0
d7-970,7,Király utca,85,Király utca 85.,19.068798,47.505288,street-segment,0,0
d7-971,7,Király utca,87,Király utca 87.,19.065759,47.503401,street-segment,0,0
d7-972,7,Király utca,89,Király utca 89.,19.060136,47.500234,street-segment,0,0
d7-973,7,Király utca,91,Király utca 91.,19.056108,47.498087,street-segment,0,0
d7-974,7,Király utca,93,Király utca 93.,19.092388,47.56247,street-segment,0,0
d7-975,7,Király utca,95,Király utca 95.,19.062921,47.502142,street-segment,0,0
d7-976,7,Király utca,97,Király utca 97.,19.064034,47.502562,street-segment,0,0
d7-977,7,Király utca,99,Király utca 99.,19.056975,47.498446,street-segment,1,0
d7-978,7,Király utca,103,Király utca 103.,19.065233,47.50315,street-segment,0,0
d7-979,7,Kisdiófa utca,2,Kisdiófa utca 2.,19.064219,47.502658,district-bbox,0,0
d7-980,7,Kisdiófa utca,4,Kisdiófa utca 4.,19.070939,47.498441,district-bbox,0,0
d7-981,7,Kisdiófa utca,5,Kisdiófa utca 5.,19.062608,47.497595,district-bbox,1,0
d7-982,7,Kisdiófa utca,9,Kisdiófa utca 9.,19.063317,47.498302,district-bbox,1,0
d7-983,7,Kisdiófa utca,11,Kisdiófa utca 11.,19.069975,47.497853,district-bbox,0,0
d7-984,7,Kisdiófa utca,12,Kisdiófa utca 12.,19.070385,47.497268,district-bbox,0,0
d7-985,7,Kisdiófa utca,13,Kisdiófa utca 13.,19.062661,47.501117,district-bbox,1,0
d7-986,7,Klauzál tér,1,Klauzál tér 1.,19.063626,47.499457,street-segment,1,0
d7-987,7,Klauzál tér,3,Klauzál tér 3.,19.064578,47.499457,street-segment,1,0
d7-988,7,Klauzál tér,4,Klauzál tér 4.,19.064219,47.499348,street-segment,1,0
d7-989,7,Klauzál tér,5,Klauzál tér 5.,19.063343,47.500138,street-segment,1,0
d7-990,7,Klauzál tér,6,Klauzál tér 6.,19.064136,47.499968,street-segment,1,0
d7-991,7,Klauzál tér,9,Klauzál tér 9.,19.064532,47.499389,street-segment,1,0
d7-992,7,Klauzál tér,15,Klauzál tér 15.,19.064429,47.49936,street-segment,1,0
d7-993,7,Klauzál tér,16,Klauzál tér 16.,19.06417,47.49923,street-segment,1,0
d7-994,7,Klauzál utca,9,Klauzál utca 9.,19.065404,47.498993,street-segment,1,0
d7-995,7,Klauzál utca,13,Klauzál utca 13.,19.068281,47.496739,street-segment,0,0
d7-996,7,Klauzál utca,15,Klauzál utca 15.,19.09115,47.564952,street-segment,0,0
d7-997,7,Klauzál utca,16,Klauzál utca 16.,19.066364,47.498148,street-segment,1,0
d7-998,7,Klauzál utca,23,Klauzál utca 23.,19.065583,47.49869,street-segment,1,0
d7-999,7,Klauzál utca,26-28,Klauzál utca 26-28.,19.064926,47.499378,street-segment,1,0
d7-1000,7,Klauzál utca,30,Klauzál utca 30.,19.113155,47.452091,street-segment,0,0
d7-1001,7,Klauzál utca,31,Klauzál utca 31.,19.067996,47.497029,street-segment,0,0
d7-1002,7,Klauzál utca,34,Klauzál utca 34.,19.093004,47.566531,street-segment,0,0
d7-1003,7,Klauzál utca,35,Klauzál utca 35.,19.065729,47.498842,street-segment,1,0
d7-1004,7,Lövölde tér,2/a,Lövölde tér 2/a.,19.072517,47.507136,street-segment,0,0
d7-1005,7,Madách Imre tér,7,Madách Imre tér 7.,19.056853,47.497239,street-segment,0,0
d7-1006,7,Marek József utca,16,Marek József utca 16.,19.084831,47.5072,street-segment,0,0
d7-1007,7,Marek József utca,22,Marek József utca 22.,19.084785,47.507251,street-segment,0,0
d7-1008,7,Marek József utca,23,Marek József utca 23.,19.081565,47.505762,street-segment,0,0
d7-1009,7,Munkás utca,11,Munkás utca 11.,19.076271,47.49986,street-segment,0,0
d7-1010,7,Munkás utca,13,Munkás utca 13.,19.078322,47.500305,street-segment,0,0
d7-1011,7,Murányi utca,4,Murányi utca 4.,19.131649,47.454471,street-segment,0,0
d7-1012,7,Murányi utca,11,Murányi utca 11.,19.133099,47.453507,street-segment,0,0
d7-1013,7,Murányi utca,20,Murányi utca 20.,19.133053,47.453386,street-segment,0,0
d7-1014,7,Murányi utca,25,Murányi utca 25.,19.133755,47.452951,street-segment,0,0
d7-1015,7,Murányi utca,31,Murányi utca 31.,19.13157,47.454508,street-segment,0,0
d7-1016,7,Murányi utca,36,Murányi utca 36.,19.085652,47.502969,street-segment,0,0
d7-1017,7,Nagy Diófa utca,5,Nagy Diófa utca 5.,19.066226,47.496174,street-segment,1,0
d7-1018,7,Nagy Diófa utca,6,Nagy Diófa utca 6.,19.064319,47.498268,street-segment,1,0
d7-1019,7,Nagy Diófa utca,7,Nagy Diófa utca 7.,19.065317,47.497216,street-segment,1,0
d7-1020,7,Nagy Diófa utca,9,Nagy Diófa utca 9.,19.066089,47.496117,street-segment,1,0
d7-1021,7,Nagy Diófa utca,13,Nagy Diófa utca 13.,19.066159,47.49621,street-segment,1,0
d7-1022,7,Nagy Diófa utca,15,Nagy Diófa utca 15.,19.065184,47.497254,street-segment,1,0
d7-1023,7,Nagy Diófa utca,17,Nagy Diófa utca 17.,19.0661,47.49623,street-segment,1,0
d7-1024,7,Nagy Diófa utca,27,Nagy Diófa utca 27.,19.065294,47.497226,street-segment,1,0
d7-1025,7,Nagy Diófa utca,34,Nagy Diófa utca 34.,19.064258,47.498209,street-segment,1,0
d7-1026,7,Nefelejcs utca,12,Nefelejcs utca 12.,19.152689,47.520542,street-segment,0,0
d7-1027,7,Nefelejcs utca,15,Nefelejcs utca 15.,19.181471,47.449714,street-segment,0,0
d7-1028,7,Nefelejcs utca,38,Nefelejcs utca 38.,19.079055,47.505911,street-segment,0,0
d7-1029,7,Nefelejcs utca,40,Nefelejcs utca 40.,19.170718,47.453658,street-segment,0,0
d7-1030,7,Nefelejcs utca,42,Nefelejcs utca 42.,19.055168,47.579832,street-segment,0,0
d7-1031,7,Nefelejcs utca,46,Nefelejcs utca 46.,19.083078,47.501865,street-segment,0,0
d7-1032,7,Nefelejcs utca,47,Nefelejcs utca 47.,19.150142,47.519436,street-segment,0,0
d7-1033,7,Nefelejcs utca,50,Nefelejcs utca 50.,19.175563,47.451573,street-segment,0,0
d7-1034,7,Nefelejcs utca,58,Nefelejcs utca 58.,19.150233,47.519453,street-segment,0,0
d7-1035,7,Nyár utca,7,Nyár utca 7.,19.10342,47.559418,street-segment,0,0
d7-1036,7,Nyár utca,8,Nyár utca 8.,19.103881,47.5586,street-segment,0,0
d7-1037,7,Nyár utca,14,Nyár utca 14.,19.066947,47.496445,street-segment,1,0
d7-1038,7,Nyár utca,16,Nyár utca 16.,19.09981,47.556826,street-segment,0,0
d7-1039,7,Nyár utca,19,Nyár utca 19.,19.098812,47.55811,street-segment,0,0
d7-1040,7,Nyár utca,34,Nyár utca 34.,19.103419,47.559531,street-segment,0,0
d7-1041,7,Nyár utca,36,Nyár utca 36.,19.065166,47.498219,street-segment,1,0
d7-1042,7,Osvát utca,5,Osvát utca 5.,19.070956,47.498936,street-segment,0,0
d7-1043,7,Osvát utca,17,Osvát utca 17.,19.070963,47.498927,street-segment,0,0
d7-1044,7,Peterdy utca,5,Peterdy utca 5.,19.110121,47.449577,street-segment,0,0
d7-1045,7,Peterdy utca,18,Peterdy utca 18.,19.082241,47.508322,street-segment,0,0
d7-1046,7,Peterdy utca,23,Peterdy utca 23.,19.082208,47.508263,street-segment,0,0
d7-1047,7,Peterdy utca,38,Peterdy utca 38.,19.08216,47.508243,street-segment,0,0
d7-1048,7,Péterfy Sándor utca,7,Péterfy Sándor utca 7.,19.081111,47.502706,street-segment,0,0
d7-1049,7,Péterfy Sándor utca,17,Péterfy Sándor utca 17.,19.081142,47.502734,street-segment,0,0
